DP,munic,Regiao,mes_ano,roubo_veiculo,roubo_transeunte,roubo_rua,roubo_celular,furto_transeunte,furto_veiculos,furto_celular,ameaca,lesao_corp_culposa,lesao_corp_dolosa,recuperacao_veiculos
137,Miracema,Interior,2020m10,0,2,2,0,0,1,0,13,0,15,0
137,Miracema,Interior,2020m11,0,1,1,0,0,0,2,5,3,16,0
137,Miracema,Interior,2020m12,0,0,0,0,0,0,1,9,3,14,1
137,Miracema,Interior,2021m01,0,2,2,0,0,0,1,11,6,17,0
137,Miracema,Interior,2021m02,0,0,0,0,0,0,2,12,1,12,0
137,Miracema,Interior,2021m03,0,1,1,0,0,0,0,9,3,9,0
137,Miracema,Interior,2021m04,0,1,1,0,1,2,0,7,1,8,1
137,Miracema,Interior,2021m05,0,0,0,0,0,1,0,10,0,9,1
137,Miracema,Interior,2021m06,0,0,0,0,0,0,0,12,2,5,0
137,Miracema,Interior,2021m07,0,0,0,0,0,0,2,6,0,2,0
137,Miracema,Interior,2021m08,0,0,0,0,0,0,2,3,0,8,0
137,Miracema,Interior,2021m09,0,0,0,0,0,0,1,7,1,0,0
137,Miracema,Interior,2021m10,0,0,0,0,0,0,1,11,0,12,0
137,Miracema,Interior,2021m11,0,0,0,0,1,0,2,11,1,8,0
137,Miracema,Interior,2021m12,0,0,0,0,0,0,1,6,1,8,0
137,Miracema,Interior,2022m01,0,0,0,0,0,0,1,4,0,8,0
137,Miracema,Interior,2022m02,0,0,0,0,1,2,0,10,0,6,0
137,Miracema,Interior,2022m03,0,0,0,0,0,0,0,13,0,8,0
137,Miracema,Interior,2022m04,0,0,0,0,0,1,1,3,2,4,0
137,Miracema,Interior,2022m05,0,0,0,0,0,0,1,8,2,6,1
137,Miracema,Interior,2022m06,0,0,0,0,0,0,0,4,0,3,0
138,Laje do Muriaé,Interior,2018m01,0,0,0,0,0,0,0,2,0,2,0
138,Laje do Muriaé,Interior,2018m02,0,0,0,0,0,0,0,2,0,3,0
138,Laje do Muriaé,Interior,2018m03,0,0,0,0,0,0,0,3,0,3,0
138,Laje do Muriaé,Interior,2018m04,0,0,0,0,0,0,0,1,0,3,0
138,Laje do Muriaé,Interior,2018m05,0,0,0,0,0,0,0,3,0,1,0
138,Laje do Muriaé,Interior,2018m06,0,0,0,0,0,0,0,3,0,0,0
138,Laje do Muriaé,Interior,2018m07,0,0,0,0,0,0,0,6,0,5,0
138,Laje do Muriaé,Interior,2018m08,0,0,0,0,0,0,0,3,3,8,0
138,Laje do Muriaé,Interior,2018m09,0,0,0,0,0,0,0,5,0,3,1
138,Laje do Muriaé,Interior,2018m10,0,0,0,0,0,0,0,7,0,2,0
138,Laje do Muriaé,Interior,2018m11,0,0,0,0,0,0,0,3,1,3,0
138,Laje do Muriaé,Interior,2018m12,0,0,0,0,0,0,0,9,0,4,0
138,Laje do Muriaé,Interior,2019m01,0,0,0,0,0,0,0,15,1,11,0
138,Laje do Muriaé,Interior,2019m02,0,0,0,0,1,0,0,2,0,2,0
138,Laje do Muriaé,Interior,2019m03,0,0,0,0,0,0,0,2,0,6,0
138,Laje do Muriaé,Interior,2019m04,0,0,0,0,0,1,0,4,0,2,0
138,Laje do Muriaé,Interior,2019m05,0,0,0,0,0,0,0,1,0,0,0
138,Laje do Muriaé,Interior,2019m06,0,0,0,0,0,0,1,2,0,4,0
138,Laje do Muriaé,Interior,2019m07,0,0,0,0,0,0,0,4,0,6,0
138,Laje do Muriaé,Interior,2019m08,0,0,0,0,0,0,0,3,1,2,0
138,Laje do Muriaé,Interior,2019m09,0,0,0,0,2,0,2,4,0,3,0
138,Laje do Muriaé,Interior,2019m10,0,0,0,0,0,0,1,9,0,7,0
138,Laje do Muriaé,Interior,2019m11,0,0,0,0,0,0,1,5,0,6,1
138,Laje do Muriaé,Interior,2019m12,0,0,0,0,0,2,1,1,0,4,1
138,Laje do Muriaé,Interior,2020m01,0,0,0,0,0,0,0,6,2,3,0
138,Laje do Muriaé,Interior,2020m02,0,0,0,0,0,0,1,1,0,3,0
138,Laje do Muriaé,Interior,2020m03,0,0,0,0,0,0,0,1,0,3,0
138,Laje do Muriaé,Interior,2020m04,0,0,0,0,0,0,0,4,0,1,0
138,Laje do Muriaé,Interior,2020m05,0,0,0,0,0,0,0,2,0,0,0
138,Laje do Muriaé,Interior,2020m06,0,0,1,1,0,0,0,5,0,3,0
138,Laje do Muriaé,Interior,2020m07,0,0,0,0,0,0,0,2,0,4,0
138,Laje do Muriaé,Interior,2020m08,0,0,0,0,0,0,0,0,0,2,1
138,Laje do Muriaé,Interior,2020m09,0,0,0,0,0,0,0,1,0,0,0
138,Laje do Muriaé,Interior,2020m10,0,0,0,0,0,0,0,2,0,2,0
138,Laje do Muriaé,Interior,2020m11,0,0,0,0,0,1,0,9,0,9,1
138,Laje do Muriaé,Interior,2020m12,0,0,0,0,0,0,0,2,0,4,0
138,Laje do Muriaé,Interior,2021m01,0,0,0,0,0,0,0,1,0,4,0
138,Laje do Muriaé,Interior,2021m02,0,0,0,0,0,0,0,2,1,0,1
138,Laje do Muriaé,Interior,2021m03,0,0,0,0,1,0,0,1,0,0,0
138,Laje do Muriaé,Interior,2021m04,0,0,0,0,0,0,0,0,0,3,0
138,Laje do Muriaé,Interior,2021m05,0,0,0,0,0,0,0,3,0,2,0
138,Laje do Muriaé,Interior,2021m06,0,0,0,0,0,0,0,3,0,0,0
138,Laje do Muriaé,Interior,2021m07,0,0,0,0,0,0,0,1,0,3,0
138,Laje do Muriaé,Interior,2021m08,0,0,0,0,0,0,0,4,1,0,1
138,Laje do Muriaé,Interior,2021m09,0,0,0,0,0,0,0,1,0,8,0
138,Laje do Muriaé,Interior,2021m10,0,0,0,0,1,1,0,0,0,0,0
138,Laje do Muriaé,Interior,2021m11,0,0,0,0,0,0,1,2,0,2,0
138,Laje do Muriaé,Interior,2021m12,0,0,0,0,0,0,0,3,0,4,0
138,Laje do Muriaé,Interior,2022m01,0,0,0,0,0,0,0,1,0,1,0
138,Laje do Muriaé,Interior,2022m02,0,0,0,0,0,1,0,4,0,0,0
138,Laje do Muriaé,Interior,2022m03,0,0,0,0,0,0,0,0,0,8,0
138,Laje do Muriaé,Interior,2022m04,0,0,0,0,0,0,0,1,0,3,0
138,Laje do Muriaé,Interior,2022m05,0,0,0,0,0,0,1,1,0,0,0
138,Laje do Muriaé,Interior,2022m06,0,1,1,0,0,0,0,6,1,5,0
139,Porciúncula,Interior,2018m01,0,0,0,0,1,1,4,16,3,12,0
139,Porciúncula,Interior,2018m02,0,0,0,0,0,0,1,24,0,11,0
139,Porciúncula,Interior,2018m03,1,0,0,0,0,0,3,13,1,8,1
139,Porciúncula,Interior,2018m04,0,0,0,0,0,0,2,11,4,4,0
139,Porciúncula,Interior,2018m05,0,0,0,0,0,1,2,6,1,10,0
139,Porciúncula,Interior,2018m06,0,0,0,0,0,0,0,15,3,6,1
139,Porciúncula,Interior,2018m07,0,0,0,0,0,1,1,9,1,7,1
139,Porciúncula,Interior,2018m08,0,0,0,0,0,3,3,10,4,2,0
139,Porciúncula,Interior,2018m09,0,0,0,0,0,0,1,15,0,9,0
139,Porciúncula,Interior,2018m10,0,0,0,0,0,1,3,17,4,9,0
139,Porciúncula,Interior,2018m11,0,0,0,0,0,0,2,8,1,11,0
139,Porciúncula,Interior,2018m12,0,0,0,0,0,1,4,6,3,8,1
139,Porciúncula,Interior,2019m01,0,0,0,0,0,0,2,11,1,7,0
139,Porciúncula,Interior,2019m02,0,0,0,0,0,0,1,12,1,11,0
139,Porciúncula,Interior,2019m03,0,0,0,0,0,0,1,15,0,18,0
139,Porciúncula,Interior,2019m04,0,0,0,0,0,0,3,9,1,4,1
139,Porciúncula,Interior,2019m05,0,0,0,0,0,1,2,14,2,12,1
139,Porciúncula,Interior,2019m06,0,0,0,0,0,0,1,10,0,9,0
139,Porciúncula,Interior,2019m07,0,0,0,0,0,0,0,10,2,10,1
139,Porciúncula,Interior,2019m08,0,0,0,0,0,0,8,12,0,12,0
139,Porciúncula,Interior,2019m09,0,0,0,0,0,0,2,17,1,7,0
139,Porciúncula,Interior,2019m10,0,0,0,0,0,1,0,10,0,5,0
139,Porciúncula,Interior,2019m11,0,0,0,0,0,0,1,11,2,10,0
139,Porciúncula,Interior,2019m12,0,0,0,0,0,0,3,8,10,2,1
139,Porciúncula,Interior,2020m01,0,0,0,0,0,0,2,11,1,18,0
139,Porciúncula,Interior,2020m02,0,0,0,0,0,0,2,7,2,14,0
139,Porciúncula,Interior,2020m03,0,0,0,0,0,0,0,9,3,7,0
139,Porciúncula,Interior,2020m04,0,0,1,1,0,0,0,11,0,5,0
139,Porciúncula,Interior,2020m05,0,0,0,0,0,0,0,7,0,8,0
139,Porciúncula,Interior,2020m06,0,0,0,0,0,0,0,4,0,4,0
139,Porciúncula,Interior,2020m07,0,0,0,0,0,0,2,10,0,12,0
139,Porciúncula,Interior,2020m08,0,0,0,0,0,0,1,3,1,3,0
139,Porciúncula,Interior,2020m09,0,0,0,0,0,0,3,18,0,10,0
139,Porciúncula,Interior,2020m10,0,0,0,0,0,1,0,17,4,10,1
139,Porciúncula,Interior,2020m11,0,0,0,0,0,0,0,13,2,4,1
139,Porciúncula,Interior,2020m12,0,0,0,0,0,0,3,5,5,3,0
139,Porciúncula,Interior,2021m01,0,0,0,0,0,0,1,5,0,9,0
139,Porciúncula,Interior,2021m02,0,0,0,0,0,1,0,10,3,5,1
139,Porciúncula,Interior,2021m03,0,0,0,0,0,1,3,12,2,15,1
139,Porciúncula,Interior,2021m04,0,0,0,0,0,0,0,10,0,3,1
139,Porciúncula,Interior,2021m05,0,0,0,0,0,1,0,17,0,3,1
139,Porciúncula,Interior,2021m06,0,0,0,0,0,0,1,11,2,9,0
139,Porciúncula,Interior,2021m07,0,0,0,0,0,0,2,9,2,5,0
139,Porciúncula,Interior,2021m08,0,0,0,0,0,0,0,6,2,4,0
139,Porciúncula,Interior,2021m09,0,0,0,0,1,0,1,10,1,11,0
139,Porciúncula,Interior,2021m10,0,0,0,0,0,0,2,4,2,8,0
139,Porciúncula,Interior,2021m11,0,0,0,0,0,0,1,9,1,4,0
139,Porciúncula,Interior,2021m12,0,0,0,0,0,0,1,12,0,4,1
139,Porciúncula,Interior,2022m01,0,0,0,0,0,0,1,7,5,11,0
139,Porciúncula,Interior,2022m02,0,0,0,0,0,0,1,6,0,17,0
139,Porciúncula,Interior,2022m03,0,0,0,0,0,0,2,11,0,14,0
139,Porciúncula,Interior,2022m04,0,0,0,0,0,0,1,12,1,17,0
139,Porciúncula,Interior,2022m05,0,0,0,0,0,1,2,4,4,8,1
139,Porciúncula,Interior,2022m06,0,0,0,0,0,0,3,9,1,7,0
140,Natividade;Varre-Sai,Interior,2018m01,1,0,1,1,0,4,0,11,3,11,1
140,Natividade;Varre-Sai,Interior,2018m02,0,0,0,0,0,1,1,8,2,3,0
140,Natividade;Varre-Sai,Interior,2018m03,0,1,1,0,0,2,2,12,1,12,1
140,Natividade;Varre-Sai,Interior,2018m04,0,0,0,0,0,5,0,5,4,9,2
140,Natividade;Varre-Sai,Interior,2018m05,0,0,0,0,0,1,1,4,9,4,0
140,Natividade;Varre-Sai,Interior,2018m06,0,0,0,0,0,2,0,8,2,7,2
140,Natividade;Varre-Sai,Interior,2018m07,0,1,1,0,0,0,5,1,5,3,0
140,Natividade;Varre-Sai,Interior,2018m08,0,0,0,0,0,1,3,3,3,9,2
140,Natividade;Varre-Sai,Interior,2018m09,0,0,0,0,0,1,2,10,5,18,1
140,Natividade;Varre-Sai,Interior,2018m10,0,0,0,0,1,2,1,15,0,15,3
140,Natividade;Varre-Sai,Interior,2018m11,0,0,0,0,0,1,1,5,8,11,1
140,Natividade;Varre-Sai,Interior,2018m12,0,0,0,0,0,4,2,12,15,17,2
140,Natividade;Varre-Sai,Interior,2019m01,0,1,1,0,0,0,3,9,2,7,0
140,Natividade;Varre-Sai,Interior,2019m02,0,0,0,0,0,2,1,4,31,4,0
140,Natividade;Varre-Sai,Interior,2019m03,0,1,1,0,0,0,2,10,7,14,0
140,Natividade;Varre-Sai,Interior,2019m04,0,0,0,0,0,2,1,15,2,9,1
140,Natividade;Varre-Sai,Interior,2019m05,0,0,0,0,0,2,1,20,3,19,0
140,Natividade;Varre-Sai,Interior,2019m06,0,0,0,0,0,4,1,1,6,5,0
140,Natividade;Varre-Sai,Interior,2019m07,0,0,0,0,0,1,1,5,8,13,0
140,Natividade;Varre-Sai,Interior,2019m08,0,0,0,0,0,0,1,9,2,10,0
140,Natividade;Varre-Sai,Interior,2019m09,0,0,0,0,1,0,1,10,3,7,0
140,Natividade;Varre-Sai,Interior,2019m10,1,1,2,1,0,0,3,9,5,7,0
140,Natividade;Varre-Sai,Interior,2019m11,0,0,0,0,0,1,1,7,8,6,0
140,Natividade;Varre-Sai,Interior,2019m12,0,0,0,0,0,4,0,8,2,6,2
140,Natividade;Varre-Sai,Interior,2020m01,0,0,0,0,0,1,1,12,0,10,0
140,Natividade;Varre-Sai,Interior,2020m02,0,0,0,0,0,2,1,11,2,12,0
140,Natividade;Varre-Sai,Interior,2020m03,0,0,0,0,0,1,0,5,6,3,0
140,Natividade;Varre-Sai,Interior,2020m04,0,0,0,0,0,0,0,6,1,8,0
140,Natividade;Varre-Sai,Interior,2020m05,0,0,0,0,0,0,0,7,1,4,1
140,Natividade;Varre-Sai,Interior,2020m06,0,0,1,1,0,0,0,2,0,4,0
140,Natividade;Varre-Sai,Interior,2020m07,0,0,0,0,0,1,0,6,3,9,0
140,Natividade;Varre-Sai,Interior,2020m08,0,0,0,0,0,0,0,5,1,8,0
140,Natividade;Varre-Sai,Interior,2020m09,0,0,0,0,0,0,0,6,5,17,0
140,Natividade;Varre-Sai,Interior,2020m10,0,0,0,0,1,1,0,8,3,8,0
140,Natividade;Varre-Sai,Interior,2020m11,0,0,0,0,1,0,0,9,2,10,0
140,Natividade;Varre-Sai,Interior,2020m12,0,0,0,0,0,0,0,18,4,16,0
140,Natividade;Varre-Sai,Interior,2021m01,0,0,0,0,0,0,0,6,3,10,0
140,Natividade;Varre-Sai,Interior,2021m02,0,0,0,0,0,0,1,7,3,10,0
140,Natividade;Varre-Sai,Interior,2021m03,0,0,0,0,0,1,1,8,2,5,1
140,Natividade;Varre-Sai,Interior,2021m04,0,0,0,0,0,3,0,7,2,7,1
140,Natividade;Varre-Sai,Interior,2021m05,0,1,1,0,0,0,1,9,6,6,0
140,Natividade;Varre-Sai,Interior,2021m06,0,0,0,0,1,1,0,6,4,10,1
140,Natividade;Varre-Sai,Interior,2021m07,0,0,0,0,0,0,1,10,12,7,0
140,Natividade;Varre-Sai,Interior,2021m08,0,0,0,0,0,0,1,21,3,17,0
140,Natividade;Varre-Sai,Interior,2021m09,0,0,0,0,0,1,1,2,2,10,0
140,Natividade;Varre-Sai,Interior,2021m10,0,0,0,0,0,0,1,13,2,5,0
140,Natividade;Varre-Sai,Interior,2021m11,0,0,0,0,0,1,1,10,0,8,1
140,Natividade;Varre-Sai,Interior,2021m12,0,0,0,0,0,0,0,9,1,4,0
140,Natividade;Varre-Sai,Interior,2022m01,0,0,0,0,1,2,0,5,1,5,0
140,Natividade;Varre-Sai,Interior,2022m02,0,0,0,0,0,0,1,2,3,3,1
140,Natividade;Varre-Sai,Interior,2022m03,0,0,0,0,1,0,0,12,0,12,0
140,Natividade;Varre-Sai,Interior,2022m04,0,0,0,0,0,0,0,11,1,8,0
140,Natividade;Varre-Sai,Interior,2022m05,0,0,0,0,0,1,1,20,3,12,0
140,Natividade;Varre-Sai,Interior,2022m06,0,0,0,0,0,0,1,15,3,10,0
141,São Fidélis,Interior,2018m01,0,1,1,0,2,3,2,19,4,9,1
141,São Fidélis,Interior,2018m02,1,0,1,1,0,0,4,11,5,15,0
141,São Fidélis,Interior,2018m03,1,0,0,0,0,0,1,14,7,14,1
141,São Fidélis,Interior,2018m04,0,2,2,0,1,6,7,10,3,11,2
141,São Fidélis,Interior,2018m05,0,1,1,0,3,2,3,12,2,5,1
141,São Fidélis,Interior,2018m06,0,1,1,0,2,2,1,11,0,9,0
141,São Fidélis,Interior,2018m07,0,0,0,0,1,1,1,19,6,17,0
141,São Fidélis,Interior,2018m08,1,0,1,1,1,1,3,11,0,16,1
141,São Fidélis,Interior,2018m09,1,0,0,0,0,1,2,15,4,21,1
141,São Fidélis,Interior,2018m10,0,1,1,0,0,3,1,14,11,7,0
141,São Fidélis,Interior,2018m11,1,0,0,0,0,1,2,10,7,12,1
141,São Fidélis,Interior,2018m12,0,0,0,0,0,4,2,12,12,14,1
141,São Fidélis,Interior,2019m01,0,2,2,0,0,2,2,7,5,12,0
141,São Fidélis,Interior,2019m02,0,0,0,0,0,1,0,14,1,6,1
141,São Fidélis,Interior,2019m03,0,0,0,0,0,2,2,6,3,18,0
141,São Fidélis,Interior,2019m04,1,0,0,0,1,3,1,14,2,11,0
141,São Fidélis,Interior,2019m05,0,0,0,0,0,4,3,18,2,11,2
141,São Fidélis,Interior,2019m06,0,0,0,0,2,2,0,17,1,12,2
141,São Fidélis,Interior,2019m07,0,0,0,0,2,1,4,20,2,4,0
141,São Fidélis,Interior,2019m08,0,0,0,0,1,3,1,16,2,15,1
141,São Fidélis,Interior,2019m09,0,1,1,0,0,1,0,19,5,9,2
141,São Fidélis,Interior,2019m10,3,0,1,0,1,2,2,26,3,7,2
141,São Fidélis,Interior,2019m11,1,0,0,0,1,3,1,24,2,21,0
141,São Fidélis,Interior,2019m12,0,2,3,1,0,1,4,17,6,17,0
141,São Fidélis,Interior,2020m01,0,0,0,0,0,1,0,16,0,8,2
141,São Fidélis,Interior,2020m02,0,1,1,0,1,2,1,10,7,16,2
141,São Fidélis,Interior,2020m03,0,0,0,0,0,2,1,5,0,12,1
141,São Fidélis,Interior,2020m04,0,0,0,0,0,1,0,4,0,6,1
141,São Fidélis,Interior,2020m05,0,0,0,0,0,0,1,8,2,9,1
141,São Fidélis,Interior,2020m06,0,0,0,0,0,3,0,10,0,9,3
141,São Fidélis,Interior,2020m07,0,0,0,0,0,1,1,12,0,7,1
141,São Fidélis,Interior,2020m08,0,0,0,0,0,0,1,11,1,4,0
141,São Fidélis,Interior,2020m09,0,1,1,0,0,2,0,24,2,13,1
141,São Fidélis,Interior,2020m10,0,0,0,0,0,1,1,15,4,10,0
141,São Fidélis,Interior,2020m11,0,1,1,0,1,1,1,21,1,19,1
141,São Fidélis,Interior,2020m12,2,0,0,0,0,1,1,15,0,7,2
141,São Fidélis,Interior,2021m01,0,1,1,0,0,5,1,20,3,18,0
141,São Fidélis,Interior,2021m02,0,0,0,0,0,3,3,10,3,8,1
141,São Fidélis,Interior,2021m03,0,1,1,0,0,5,2,10,0,11,1
141,São Fidélis,Interior,2021m04,1,0,0,0,0,0,1,8,5,6,0
141,São Fidélis,Interior,2021m05,0,0,0,0,0,3,2,20,2,7,1
141,São Fidélis,Interior,2021m06,0,0,1,1,0,0,1,11,1,8,0
141,São Fidélis,Interior,2021m07,0,0,0,0,0,1,4,16,0,6,0
141,São Fidélis,Interior,2021m08,0,0,0,0,0,6,2,18,6,16,3
141,São Fidélis,Interior,2021m09,0,0,1,1,0,4,3,21,0,18,2
141,São Fidélis,Interior,2021m10,2,0,0,0,0,0,2,24,3,22,0
141,São Fidélis,Interior,2021m11,0,0,0,0,1,3,0,13,0,7,0
141,São Fidélis,Interior,2021m12,0,0,0,0,0,7,1,21,0,18,0
141,São Fidélis,Interior,2022m01,0,1,1,0,0,1,1,12,6,8,0
141,São Fidélis,Interior,2022m02,0,1,1,0,0,0,4,17,2,11,2
141,São Fidélis,Interior,2022m03,0,0,0,0,0,1,3,16,4,14,0
141,São Fidélis,Interior,2022m04,0,0,0,0,1,4,10,28,5,16,0
141,São Fidélis,Interior,2022m05,1,0,0,0,0,3,2,25,8,16,0
141,São Fidélis,Interior,2022m06,0,0,0,0,1,1,1,10,7,11,0
142,Cambuci,Interior,2018m01,0,0,0,0,0,0,0,11,0,6,0
142,Cambuci,Interior,2018m02,0,0,0,0,0,0,0,4,1,8,0
142,Cambuci,Interior,2018m03,0,0,0,0,0,1,1,6,0,3,0
142,Cambuci,Interior,2018m04,0,0,0,0,0,1,0,7,0,7,0
142,Cambuci,Interior,2018m05,0,0,0,0,0,0,0,4,4,4,0
142,Cambuci,Interior,2018m06,0,0,0,0,0,0,0,4,2,2,0
142,Cambuci,Interior,2018m07,0,0,0,0,0,0,0,6,1,5,0
142,Cambuci,Interior,2018m08,0,0,0,0,0,0,0,6,0,4,0
142,Cambuci,Interior,2018m09,0,0,0,0,0,1,0,10,0,6,0
142,Cambuci,Interior,2018m10,0,0,0,0,0,1,2,3,2,5,0
142,Cambuci,Interior,2018m11,0,0,0,0,0,2,0,12,0,5,1
142,Cambuci,Interior,2018m12,0,0,0,0,0,0,0,7,4,4,0
142,Cambuci,Interior,2019m01,0,0,0,0,0,0,1,9,2,1,1
142,Cambuci,Interior,2019m02,0,0,0,0,0,0,1,10,4,9,0
142,Cambuci,Interior,2019m03,0,0,0,0,0,0,1,4,6,3,0
142,Cambuci,Interior,2019m04,0,0,0,0,0,0,1,7,2,4,0
142,Cambuci,Interior,2019m05,0,0,0,0,0,0,0,6,2,3,1
142,Cambuci,Interior,2019m06,0,1,1,0,0,0,2,17,2,3,0
142,Cambuci,Interior,2019m07,0,0,0,0,0,0,0,9,0,4,0
142,Cambuci,Interior,2019m08,0,0,0,0,0,0,0,9,2,7,0
142,Cambuci,Interior,2019m09,0,0,0,0,0,0,0,13,2,2,0
142,Cambuci,Interior,2019m10,0,0,0,0,0,0,0,9,0,7,0
142,Cambuci,Interior,2019m11,0,0,0,0,0,0,0,9,1,8,0
142,Cambuci,Interior,2019m12,0,0,2,2,0,0,0,6,3,8,0
142,Cambuci,Interior,2020m01,0,0,0,0,0,1,0,9,0,9,0
142,Cambuci,Interior,2020m02,0,0,0,0,1,1,1,7,1,4,1
142,Cambuci,Interior,2020m03,0,0,0,0,0,0,1,3,0,1,0
142,Cambuci,Interior,2020m04,0,0,0,0,0,0,0,0,3,1,0
142,Cambuci,Interior,2020m05,0,0,0,0,0,0,0,4,1,5,0
142,Cambuci,Interior,2020m06,0,0,0,0,0,0,0,4,0,0,0
142,Cambuci,Interior,2020m07,0,0,0,0,0,0,0,4,4,2,0
142,Cambuci,Interior,2020m08,0,0,0,0,0,1,0,10,4,5,0
142,Cambuci,Interior,2020m09,0,0,0,0,0,0,0,4,1,4,0
142,Cambuci,Interior,2020m10,0,0,0,0,0,0,0,13,0,10,0
142,Cambuci,Interior,2020m11,0,0,1,1,0,0,0,7,4,7,0
142,Cambuci,Interior,2020m12,0,0,0,0,0,0,1,5,0,7,0
142,Cambuci,Interior,2021m01,0,0,0,0,0,0,3,8,2,6,0
142,Cambuci,Interior,2021m02,0,0,0,0,0,2,0,10,0,4,0
142,Cambuci,Interior,2021m03,0,0,0,0,0,1,0,3,0,5,0
142,Cambuci,Interior,2021m04,0,0,0,0,0,0,0,4,0,3,1
142,Cambuci,Interior,2021m05,0,0,0,0,0,0,1,4,3,3,0
142,Cambuci,Interior,2021m06,0,0,0,0,0,0,1,7,0,9,0
142,Cambuci,Interior,2021m07,0,0,0,0,0,1,0,9,1,13,0
142,Cambuci,Interior,2021m08,0,0,0,0,1,0,1,9,0,5,0
142,Cambuci,Interior,2021m09,0,0,0,0,0,0,2,6,1,5,0
142,Cambuci,Interior,2021m10,0,0,0,0,0,1,3,12,0,4,2
142,Cambuci,Interior,2021m11,0,0,0,0,0,0,2,4,1,7,0
142,Cambuci,Interior,2021m12,0,0,0,0,0,0,2,12,0,2,0
142,Cambuci,Interior,2022m01,0,0,0,0,1,1,1,8,1,5,0
142,Cambuci,Interior,2022m02,0,0,1,1,0,0,0,9,2,4,0
142,Cambuci,Interior,2022m03,0,0,0,0,0,0,2,5,0,7,0
142,Cambuci,Interior,2022m04,0,0,0,0,0,0,0,2,6,4,0
142,Cambuci,Interior,2022m05,0,0,0,0,0,0,0,2,1,3,0
142,Cambuci,Interior,2022m06,0,0,0,0,0,0,0,10,0,9,1
143,Itaperuna;São José de Ubá,Interior,2018m01,1,4,5,1,1,2,6,51,12,27,1
143,Itaperuna;São José de Ubá,Interior,2018m02,0,4,6,2,3,4,6,39,6,35,0
143,Itaperuna;São José de Ubá,Interior,2018m03,0,5,7,2,1,4,7,51,8,50,5
143,Itaperuna;São José de Ubá,Interior,2018m04,0,4,4,0,2,7,9,47,14,39,2
143,Itaperuna;São José de Ubá,Interior,2018m05,0,1,2,1,4,4,13,48,18,23,1
143,Itaperuna;São José de Ubá,Interior,2018m06,0,4,4,0,1,3,6,52,13,56,4
143,Itaperuna;São José de Ubá,Interior,2018m07,1,1,1,0,2,3,7,42,8,30,0
143,Itaperuna;São José de Ubá,Interior,2018m08,0,0,2,2,1,6,7,46,11,38,2
143,Itaperuna;São José de Ubá,Interior,2018m09,1,2,2,0,0,1,7,32,11,38,2
143,Itaperuna;São José de Ubá,Interior,2018m10,0,0,0,0,3,3,10,42,11,36,1
143,Itaperuna;São José de Ubá,Interior,2018m11,0,0,0,0,0,2,2,44,21,49,2
143,Itaperuna;São José de Ubá,Interior,2018m12,0,0,1,1,1,6,4,45,21,42,2
143,Itaperuna;São José de Ubá,Interior,2019m01,0,1,1,0,0,2,7,40,18,45,2
143,Itaperuna;São José de Ubá,Interior,2019m02,1,1,2,1,1,0,4,37,15,36,2
143,Itaperuna;São José de Ubá,Interior,2019m03,0,1,2,1,0,6,10,45,11,31,2
143,Itaperuna;São José de Ubá,Interior,2019m04,1,1,1,0,0,2,8,52,2,39,2
143,Itaperuna;São José de Ubá,Interior,2019m05,0,1,4,3,1,4,15,56,9,40,5
143,Itaperuna;São José de Ubá,Interior,2019m06,0,1,3,2,1,7,3,26,11,43,4
143,Itaperuna;São José de Ubá,Interior,2019m07,0,7,8,1,5,4,4,31,13,24,6
143,Itaperuna;São José de Ubá,Interior,2019m08,0,1,2,1,1,7,6,36,7,39,5
143,Itaperuna;São José de Ubá,Interior,2019m09,0,3,5,2,2,5,8,59,7,40,3
143,Itaperuna;São José de Ubá,Interior,2019m10,0,1,2,1,2,2,9,50,4,33,3
143,Itaperuna;São José de Ubá,Interior,2019m11,0,4,6,2,2,2,6,37,19,37,0
143,Itaperuna;São José de Ubá,Interior,2019m12,0,8,8,0,2,8,4,52,7,36,7
143,Itaperuna;São José de Ubá,Interior,2020m01,0,3,3,0,0,4,3,41,3,38,1
143,Itaperuna;São José de Ubá,Interior,2020m02,0,0,2,2,0,3,9,52,7,27,2
143,Itaperuna;São José de Ubá,Interior,2020m03,0,0,1,1,0,4,5,22,4,34,1
143,Itaperuna;São José de Ubá,Interior,2020m04,1,2,3,1,0,4,0,23,0,14,4
143,Itaperuna;São José de Ubá,Interior,2020m05,0,0,0,0,0,1,1,18,2,18,6
143,Itaperuna;São José de Ubá,Interior,2020m06,1,3,3,0,1,4,1,12,1,16,3
143,Itaperuna;São José de Ubá,Interior,2020m07,0,2,2,0,1,3,1,19,2,22,1
143,Itaperuna;São José de Ubá,Interior,2020m08,0,0,0,0,0,5,2,29,2,30,1
143,Itaperuna;São José de Ubá,Interior,2020m09,0,2,2,0,2,1,4,37,5,42,1
143,Itaperuna;São José de Ubá,Interior,2020m10,1,1,1,0,1,5,7,34,1,32,3
143,Itaperuna;São José de Ubá,Interior,2020m11,0,0,1,1,0,3,5,42,3,29,2
143,Itaperuna;São José de Ubá,Interior,2020m12,1,2,2,0,0,1,4,45,7,33,0
143,Itaperuna;São José de Ubá,Interior,2021m01,0,1,2,1,2,2,1,49,9,39,1
143,Itaperuna;São José de Ubá,Interior,2021m02,0,0,0,0,1,5,2,23,1,22,1
